Transaction_ID,Date,Branch,City,Customer_ID,Customer_Type,Gender,Age,Product,Category,Quantity,Unit_Price,Discount,Payment_Method,Customer_Rating,Cost,Sales,Profit
TXN-10164,2023-01-15 14:00:00,Branch A,New York,CUST-1849,Member,Male,63,Tablet,Electronics,3,300,0.06,Credit Card,4.1,200,846.0,246.0
TXN-10165,2023-08-30 20:00:00,Branch A,New York,CUST-1019,Member,Male,63,Tool Set,Home & Garden,8,85,0.11,Credit Card,5.0,40,605.2,285.2
TXN-10166,2023-05-12 12:00:00,Branch A,New York,CUST-1244,Normal,Male,53,Headphones,Electronics,2,100,0.03,Credit Card,3.2,50,194.0,94.0
TXN-10167,2023-08-03 19:00:00,Branch C,Chicago,CUST-1735,Normal,Female,22,Headphones,Electronics,1,100,0.0,E-Wallet,4.2,50,100.0,50.0
TXN-10168,2023-03-15 13:00:00,Branch A,New York,CUST-1087,Member,Female,18,Bread,Groceries,12,4,0.09,E-Wallet,4.8,2,43.68,19.68
TXN-10169,2023-09-26 14:00:00,Branch B,Los Angeles,CUST-1765,Normal,Male,51,T-Shirt,Clothing,7,25,0.02,Credit Card,3.8,10,171.5,101.5
TXN-10170,2023-01-09 14:00:00,Branch A,New York,CUST-1340,Member,Male,40,Jeans,Clothing,2,50,0.13,Credit Card,5.0,20,87.0,47.0
TXN-10171,2023-03-10 09:00:00,Branch A,New York,CUST-1490,Member,Female,52,Bread,Groceries,15,4,0.12,Credit Card,5.0,2,52.8,22.8
TXN-10172,2023-11-20 11:00:00,Branch B,Los Angeles,CUST-1042,Member,Male,22,Sneakers,Clothing,1,80,0.08,Credit Card,3.6,30,73.6,43.6
TXN-10173,2023-06-11 13:00:00,Branch A,New York,CUST-1292,Member,Female,52,Headphones,Electronics,5,100,0.05,Cash,4.8,50,475.0,225.0
TXN-10174,2023-07-02 09:00:00,Branch C,Chicago,CUST-1916,Member,Female,35,Tablet,Electronics,7,300,0.14,Credit Card,5.0,200,1806.0,406.0
TXN-10175,2023-07-17 14:00:00,Branch B,Los Angeles,CUST-1616,Normal,Male,49,Sneakers,Clothing,6,80,0.04,Credit Card,2.2,30,460.8,280.8
TXN-10176,2023-04-03 17:00:00,Branch A,New York,CUST-1456,Member,Female,38,Desk Lamp,Home & Garden,2,35,0.08,E-Wallet,4.1,15,64.4,34.4
TXN-10177,2023-11-05 20:00:00,Branch C,Chicago,CUST-1361,Member,Female,28,Plant Pot,Home & Garden,8,15,0.05,Credit Card,5.0,5,114.0,74.0
TXN-10178,2023-11-11 15:00:00,Branch C,Chicago,CUST-1695,Member,Female,58,Laptop,Electronics,7,800,0.09,Credit Card,5.0,600,5096.0,896.0
TXN-10179,2023-03-23 09:00:00,Branch B,Los Angeles,CUST-1972,Normal,Male,56,Sneakers,Clothing,1,80,0.0,Credit Card,2.7,30,80.0,50.0
TXN-10180,2023-10-18 09:00:00,Branch A,New York,CUST-1587,Member,Male,61,Headphones,Electronics,6,100,0.09,Credit Card,5.0,50,546.0,246.0
TXN-10181,2023-03-12 17:00:00,Branch B,Los Angeles,CUST-1396,Member,Female,43,Plant Pot,Home & Garden,5,15,0.07,Credit Card,3.5,5,69.75,44.75
TXN-10182,2023-10-15 10:00:00,Branch C,Chicago,CUST-1204,Normal,Female,34,Office Chair,Home & Garden,5,120,0.0,Credit Card,5.0,60,600.0,300.0
TXN-10183,2023-03-04 11:00:00,Branch A,New York,CUST-1327,Normal,Male,46,Jeans,Clothing,8,50,0.04,Credit Card,4.9,20,384.0,224.0
TXN-10184,2023-12-08 14:00:00,Branch C,Chicago,CUST-1178,Member,Male,53,Bread,Groceries,14,4,0.12,Credit Card,4.9,2,49.28,21.28
TXN-10185,2023-07-05 17:00:00,Branch C,Chicago,CUST-1377,Normal,Male,25,Jeans,Clothing,4,50,0.02,Cash,4.1,20,196.0,116.0
TXN-10186,2023-08-28 17:00:00,Branch C,Chicago,CUST-1490,Normal,Male,57,Laptop,Electronics,5,800,0.0,Credit Card,4.4,600,4000.0,1000.0
TXN-10187,2023-09-27 15:00:00,Branch C,Chicago,CUST-1696,Normal,Female,54,Smartphone,Electronics,6,600,0.0,E-Wallet,3.9,400,3600.0,1200.0
TXN-10188,2023-09-22 14:00:00,Branch C,Chicago,CUST-1851,Member,Male,53,Jeans,Clothing,7,50,0.1,Credit Card,5.0,20,315.0,175.0
TXN-10189,2023-03-05 17:00:00,Branch A,New York,CUST-1354,Normal,Male,37,Smartphone,Electronics,3,600,0.0,Credit Card,4.4,400,1800.0,600.0
TXN-10190,2023-09-23 13:00:00,Branch C,Chicago,CUST-1095,Member,Male,34,Jacket,Clothing,3,100,0.11,E-Wallet,4.7,40,267.0,147.0
TXN-10191,2023-09-15 19:00:00,Branch A,New York,CUST-1619,Normal,Male,55,Smartphone,Electronics,3,600,0.0,Credit Card,4.4,400,1800.0,600.0
TXN-10192,2023-06-22 18:00:00,Branch A,New York,CUST-1215,Member,Male,19,Organic Apples,Groceries,13,5,0.13,Credit Card,4.0,3,56.55,17.55
TXN-10193,2023-10-20 15:00:00,Branch B,Los Angeles,CUST-1074,Normal,Male,49,Jacket,Clothing,5,100,0.0,Credit Card,2.6,40,500.0,300.0
TXN-10194,2023-12-19 09:00:00,Branch A,New York,CUST-1147,Member,Male,46,Tool Set,Home & Garden,8,85,0.1,Credit Card,4.2,40,612.0,292.0
TXN-10195,2023-06-10 20:00:00,Branch B,Los Angeles,CUST-1477,Normal,Female,64,Jacket,Clothing,7,100,0.0,Credit Card,2.6,40,700.0,420.0
TXN-10196,2023-03-04 13:00:00,Branch B,Los Angeles,CUST-1985,Member,Female,33,Office Chair,Home & Garden,2,120,0.06,E-Wallet,3.3,60,225.6,105.6
TXN-10197,2023-03-23 14:00:00,Branch B,Los Angeles,CUST-1092,Normal,Female,30,Office Chair,Home & Garden,8,120,0.03,Credit Card,4.8,60,931.2,451.2
TXN-10198,2023-07-21 17:00:00,Branch B,Los Angeles,CUST-1688,Normal,Female,33,Jeans,Clothing,6,50,0.0,Credit Card,3.7,20,300.0,180.0
TXN-10199,2023-08-29 13:00:00,Branch C,Chicago,CUST-1410,Normal,Male,24,Office Chair,Home & Garden,5,120,0.04,Credit Card,3.7,60,576.0,276.0
TXN-10200,2023-01-27 18:00:00,Branch C,Chicago,CUST-1845,Normal,Male,41,Organic Apples,Groceries,11,5,0.0,Cash,4.1,3,55.0,22.0
TXN-10201,2023-11-16 19:00:00,Branch C,Chicago,CUST-1773,Normal,Male,26,Headphones,Electronics,6,100,0.03,Credit Card,4.9,50,582.0,282.0
TXN-10202,2023-03-15 12:00:00,Branch A,New York,CUST-1823,Member,Female,50,Laptop,Electronics,1,800,0.05,Credit Card,4.9,600,760.0,160.0
TXN-10203,2023-08-31 17:00:00,Branch A,New York,CUST-1402,Member,Female,27,Jeans,Clothing,6,50,0.14,E-Wallet,4.1,20,258.0,138.0
TXN-10204,2023-11-12 20:00:00,Branch A,New York,CUST-1017,Member,Female,55,Bread,Groceries,14,4,0.11,Credit Card,4.4,2,49.84,21.84
TXN-10205,2023-07-08 14:00:00,Branch A,New York,CUST-1671,Normal,Male,44,Tablet,Electronics,1,300,0.0,Cash,3.5,200,300.0,100.0
TXN-10206,2023-10-24 18:00:00,Branch B,Los Angeles,CUST-1151,Normal,Male,64,Desk Lamp,Home & Garden,8,35,0.0,Credit Card,3.7,15,280.0,160.0
TXN-10207,2023-12-15 12:00:00,Branch B,Los Angeles,CUST-1707,Normal,Male,54,Laptop,Electronics,4,800,0.0,Credit Card,3.6,600,3200.0,800.0
TXN-10208,2023-04-15 15:00:00,Branch C,Chicago,CUST-1489,Member,Female,65,Smartphone,Electronics,4,600,0.11,Credit Card,5.0,400,2136.0,536.0
TXN-10209,2023-09-27 15:00:00,Branch C,Chicago,CUST-1697,Normal,Female,29,Plant Pot,Home & Garden,6,15,0.0,Credit Card,4.7,5,90.0,60.0
TXN-10210,2023-11-26 20:00:00,Branch A,New York,CUST-1964,Normal,Female,57,Headphones,Electronics,4,100,0.03,E-Wallet,3.6,50,388.0,188.0
TXN-10211,2023-06-02 13:00:00,Branch A,New York,CUST-1956,Member,Male,62,Headphones,Electronics,6,100,0.1,Credit Card,4.6,50,540.0,240.0
TXN-10212,2023-05-21 13:00:00,Branch A,New York,CUST-1297,Normal,Male,54,Sneakers,Clothing,7,80,0.05,Credit Card,4.6,30,532.0,322.0
TXN-10213,2023-01-22 13:00:00,Branch A,New York,CUST-1277,Normal,Male,40,Headphones,Electronics,5,100,0.03,Cash,4.7,50,485.0,235.0
TXN-10214,2023-10-15 20:00:00,Branch C,Chicago,CUST-1231,Normal,Female,26,Smartphone,Electronics,4,600,0.0,Credit Card,4.8,400,2400.0,800.0
TXN-10215,2023-11-23 12:00:00,Branch B,Los Angeles,CUST-1563,Normal,Male,24,Headphones,Electronics,6,100,0.02,Credit Card,4.5,50,588.0,288.0
TXN-10216,2023-03-22 15:00:00,Branch B,Los Angeles,CUST-1587,Member,Female,48,Jeans,Clothing,5,50,0.08,Credit Card,2.7,20,230.0,130.0
TXN-10217,2023-04-29 17:00:00,Branch B,Los Angeles,CUST-1190,Member,Male,29,Sneakers,Clothing,3,80,0.14,Credit Card,4.1,30,206.4,116.4
TXN-10218,2023-05-29 09:00:00,Branch A,New York,CUST-1556,Normal,Male,37,Laptop,Electronics,6,800,0.0,Credit Card,5.0,600,4800.0,1200.0
TXN-10219,2023-09-26 16:00:00,Branch C,Chicago,CUST-1663,Normal,Male,50,Plant Pot,Home & Garden,4,15,0.03,E-Wallet,4.5,5,58.2,38.2
TXN-10220,2023-05-12 20:00:00,Branch A,New York,CUST-1179,Normal,Male,18,Tablet,Electronics,5,300,0.0,E-Wallet,4.5,200,1500.0,500.0
TXN-10221,2023-11-09 19:00:00,Branch A,New York,CUST-1143,Member,Female,45,Tablet,Electronics,2,300,0.09,Credit Card,3.7,200,546.0,146.0
TXN-10222,2023-09-02 14:00:00,Branch B,Los Angeles,CUST-1740,Normal,Male,18,Plant Pot,Home & Garden,7,15,0.0,E-Wallet,2.6,5,105.0,70.0
TXN-10223,2023-10-21 09:00:00,Branch A,New York,CUST-1314,Member,Female,59,Tablet,Electronics,4,300,0.06,Credit Card,3.7,200,1128.0,328.0
TXN-10224,2023-03-23 15:00:00,Branch B,Los Angeles,CUST-1465,Normal,Female,62,T-Shirt,Clothing,5,25,0.0,Credit Card,3.0,10,125.0,75.0
TXN-10225,2023-11-07 14:00:00,Branch A,New York,CUST-1894,Normal,Female,62,Coffee Beans,Groceries,15,15,0.0,Cash,4.5,8,225.0,105.0
TXN-10226,2023-02-11 17:00:00,Branch C,Chicago,CUST-1549,Normal,Female,51,Organic Apples,Groceries,3,5,0.05,E-Wallet,3.4,3,14.25,5.25
TXN-10227,2023-03-18 11:00:00,Branch C,Chicago,CUST-1456,Normal,Female,51,Desk Lamp,Home & Garden,4,35,0.03,Cash,4.8,15,135.8,75.8
TXN-10228,2023-01-29 16:00:00,Branch A,New York,CUST-1826,Normal,Male,50,Coffee Beans,Groceries,12,15,0.0,Credit Card,3.9,8,180.0,84.0
TXN-10229,2023-06-07 20:00:00,Branch A,New York,CUST-1352,Normal,Male,43,Plant Pot,Home & Garden,1,15,0.04,Credit Card,3.1,5,14.4,9.4
TXN-10230,2023-12-25 10:00:00,Branch A,New York,CUST-1138,Member,Male,22,Headphones,Electronics,1,100,0.08,E-Wallet,3.9,50,92.0,42.0
TXN-10231,2023-11-25 20:00:00,Branch A,New York,CUST-1699,Normal,Female,41,Headphones,Electronics,8,100,0.05,Credit Card,3.8,50,760.0,360.0
TXN-10232,2023-12-05 17:00:00,Branch C,Chicago,CUST-1228,Member,Male,59,Organic Apples,Groceries,11,5,0.09,Cash,3.8,3,50.05,17.05
TXN-10233,2023-01-02 09:00:00,Branch A,New York,CUST-1282,Normal,Female,47,Tool Set,Home & Garden,7,85,0.03,Credit Card,3.7,40,577.15,297.15
TXN-10234,2023-04-07 20:00:00,Branch B,Los Angeles,CUST-1688,Member,Male,20,Tool Set,Home & Garden,1,85,0.07,Credit Card,3.4,40,79.05,39.05
TXN-10235,2023-12-27 09:00:00,Branch A,New York,CUST-1772,Normal,Male,65,Laptop,Electronics,7,800,0.0,Credit Card,4.1,600,5600.0,1400.0
TXN-10236,2023-01-29 11:00:00,Branch A,New York,CUST-1676,Normal,Female,32,Tablet,Electronics,6,300,0.0,Credit Card,4.8,200,1800.0,600.0
TXN-10237,2023-09-24 12:00:00,Branch A,New York,CUST-1752,Normal,Female,37,Tablet,Electronics,1,300,0.0,Credit Card,4.2,200,300.0,100.0
TXN-10238,2023-03-31 19:00:00,Branch B,Los Angeles,CUST-1426,Normal,Female,53,Tool Set,Home & Garden,1,85,0.05,Credit Card,2.6,40,80.75,40.75
TXN-10239,2023-07-29 11:00:00,Branch A,New York,CUST-1878,Member,Female,42,Smartphone,Electronics,8,600,0.07,Credit Card,4.0,400,4464.0,1264.0
TXN-10240,2023-12-29 11:00:00,Branch B,Los Angeles,CUST-1208,Normal,Female,21,Sneakers,Clothing,7,80,0.0,Credit Card,3.3,30,560.0,350.0
TXN-10241,2023-06-19 19:00:00,Branch A,New York,CUST-1052,Normal,Male,46,Jacket,Clothing,2,100,0.0,Credit Card,4.7,40,200.0,120.0
TXN-10242,2023-05-18 15:00:00,Branch A,New York,CUST-1340,Member,Male,22,Office Chair,Home & Garden,4,120,0.1,Credit Card,5.0,60,432.0,192.0
TXN-10243,2023-06-05 09:00:00,Branch B,Los Angeles,CUST-1245,Member,Male,30,T-Shirt,Clothing,8,25,0.14,Credit Card,3.3,10,172.0,92.0
TXN-10244,2023-10-10 14:00:00,Branch A,New York,CUST-1903,Normal,Female,42,Headphones,Electronics,6,100,0.0,Credit Card,3.7,50,600.0,300.0
TXN-10245,2023-09-12 16:00:00,Branch A,New York,CUST-1576,Normal,Male,64,Tool Set,Home & Garden,6,85,0.03,E-Wallet,3.8,40,494.7,254.7
TXN-10246,2023-04-24 20:00:00,Branch B,Los Angeles,CUST-1583,Normal,Male,19,Plant Pot,Home & Garden,7,15,0.0,Credit Card,3.4,5,105.0,70.0
TXN-10247,2023-05-06 16:00:00,Branch B,Los Angeles,CUST-1143,Member,Female,34,Tool Set,Home & Garden,8,85,0.1,Credit Card,5.0,40,612.0,292.0
TXN-10248,2023-10-07 16:00:00,Branch C,Chicago,CUST-1422,Normal,Male,52,Laptop,Electronics,2,800,0.04,Credit Card,4.5,600,1536.0,336.0
TXN-10249,2023-03-12 19:00:00,Branch C,Chicago,CUST-1632,Member,Male,22,T-Shirt,Clothing,4,25,0.1,Credit Card,4.2,10,90.0,50.0
TXN-10250,2023-11-23 19:00:00,Branch A,New York,CUST-1012,Normal,Female,60,Tool Set,Home & Garden,1,85,0.0,E-Wallet,4.1,40,85.0,45.0
TXN-10251,2023-01-09 17:00:00,Branch B,Los Angeles,CUST-1962,Normal,Female,52,Plant Pot,Home & Garden,1,15,0.0,Credit Card,4.4,5,15.0,10.0
TXN-10252,2023-04-02 10:00:00,Branch C,Chicago,CUST-1362,Member,Male,51,Jeans,Clothing,4,50,0.11,Credit Card,4.0,20,178.0,98.0
TXN-10253,2023-05-17 15:00:00,Branch A,New York,CUST-1231,Member,Male,41,Headphones,Electronics,8,100,0.11,Credit Card,5.0,50,712.0,312.0
TXN-10254,2023-06-03 19:00:00,Branch C,Chicago,CUST-1057,Member,Male,59,Laptop,Electronics,7,800,0.09,Credit Card,4.6,600,5096.0,896.0
TXN-10255,2023-11-23 09:00:00,Branch C,Chicago,CUST-1097,Member,Male,23,Tool Set,Home & Garden,6,85,0.11,E-Wallet,5.0,40,453.9,213.9
TXN-10256,2023-09-28 09:00:00,Branch B,Los Angeles,CUST-1577,Member,Male,31,Headphones,Electronics,5,100,0.05,E-Wallet,4.3,50,475.0,225.0
TXN-10257,2023-12-03 09:00:00,Branch A,New York,CUST-1729,Normal,Male,38,T-Shirt,Clothing,4,25,0.0,E-Wallet,4.5,10,100.0,60.0
TXN-10258,2023-07-23 10:00:00,Branch C,Chicago,CUST-1809,Normal,Female,28,Sneakers,Clothing,6,80,0.0,Credit Card,4.5,30,480.0,300.0
TXN-10259,2023-12-19 20:00:00,Branch C,Chicago,CUST-1619,Normal,Male,50,Organic Apples,Groceries,9,5,0.0,Credit Card,3.2,3,45.0,18.0
TXN-10260,2023-11-11 18:00:00,Branch B,Los Angeles,CUST-1190,Normal,Female,38,Desk Lamp,Home & Garden,5,35,0.03,Credit Card,2.8,15,169.75,94.75
TXN-10261,2023-12-15 18:00:00,Branch A,New York,CUST-1389,Normal,Female,23,Bread,Groceries,14,4,0.0,Credit Card,3.5,2,56.0,28.0
TXN-10262,2023-12-31 19:00:00,Branch A,New York,CUST-1965,Member,Male,65,Headphones,Electronics,6,100,0.09,Credit Card,3.7,50,546.0,246.0
TXN-10263,2023-06-07 16:00:00,Branch A,New York,CUST-1570,Member,Female,35,Desk Lamp,Home & Garden,3,35,0.06,Credit Card,4.4,15,98.7,53.7
TXN-10264,2023-10-12 17:00:00,Branch A,New York,CUST-1612,Normal,Female,24,Laptop,Electronics,2,800,0.0,Credit Card,3.2,600,1600.0,400.0
TXN-10265,2023-06-16 15:00:00,Branch A,New York,CUST-1248,Normal,Male,36,Tool Set,Home & Garden,7,85,0.04,Credit Card,4.1,40,571.2,291.2
TXN-10266,2023-10-20 17:00:00,Branch B,Los Angeles,CUST-1064,Member,Male,61,Tool Set,Home & Garden,3,85,0.06,Credit Card,4.1,40,239.7,119.7
TXN-10267,2023-03-27 15:00:00,Branch C,Chicago,CUST-1640,Normal,Female,44,Coffee Beans,Groceries,8,15,0.0,Credit Card,3.5,8,120.0,56.0
TXN-10268,2023-09-11 18:00:00,Branch B,Los Angeles,CUST-1635,Member,Male,47,T-Shirt,Clothing,3,25,0.08,Credit Card,5.0,10,69.0,39.0
TXN-10269,2023-07-14 14:00:00,Branch A,New York,CUST-1711,Normal,Female,39,Headphones,Electronics,3,100,0.0,Cash,4.2,50,300.0,150.0
TXN-10270,2023-04-13 16:00:00,Branch C,Chicago,CUST-1800,Normal,Female,29,Plant Pot,Home & Garden,5,15,0.04,E-Wallet,4.9,5,72.0,47.0
TXN-10271,2023-05-05 14:00:00,Branch C,Chicago,CUST-1558,Member,Female,35,Plant Pot,Home & Garden,2,15,0.14,Credit Card,3.9,5,25.8,15.8
TXN-10272,2023-04-03 19:00:00,Branch C,Chicago,CUST-1868,Normal,Male,64,Office Chair,Home & Garden,8,120,0.04,E-Wallet,3.1,60,921.6,441.6
TXN-10273,2023-07-29 19:00:00,Branch A,New York,CUST-1433,Member,Female,26,Jacket,Clothing,4,100,0.08,Credit Card,3.8,40,368.0,208.0
TXN-10274,2023-07-13 10:00:00,Branch B,Los Angeles,CUST-1037,Member,Female,56,Tool Set,Home & Garden,7,85,0.1,Credit Card,3.3,40,535.5,255.5
TXN-10275,2023-07-04 20:00:00,Branch C,Chicago,CUST-1660,Normal,Male,24,Jacket,Clothing,3,100,0.0,E-Wallet,3.1,40,300.0,180.0
TXN-10276,2023-12-13 19:00:00,Branch C,Chicago,CUST-1764,Normal,Female,39,Desk Lamp,Home & Garden,1,35,0.0,Credit Card,3.4,15,35.0,20.0
TXN-10277,2023-09-23 17:00:00,Branch A,New York,CUST-1707,Normal,Male,46,Tablet,Electronics,7,300,0.0,Credit Card,4.4,200,2100.0,700.0
TXN-10278,2023-09-14 11:00:00,Branch B,Los Angeles,CUST-1851,Member,Female,19,Sneakers,Clothing,2,80,0.08,Credit Card,5.0,30,147.2,87.2
TXN-10279,2023-03-14 14:00:00,Branch A,New York,CUST-1099,Normal,Female,39,Sneakers,Clothing,4,80,0.0,Credit Card,3.7,30,320.0,200.0
TXN-10280,2023-08-13 20:00:00,Branch B,Los Angeles,CUST-1351,Normal,Female,38,T-Shirt,Clothing,5,25,0.0,Credit Card,4.4,10,125.0,75.0
TXN-10281,2023-11-28 10:00:00,Branch B,Los Angeles,CUST-1473,Member,Male,65,Office Chair,Home & Garden,3,120,0.11,Credit Card,4.2,60,320.4,140.4
TXN-10282,2023-04-29 15:00:00,Branch B,Los Angeles,CUST-1606,Normal,Male,29,Tool Set,Home & Garden,7,85,0.0,E-Wallet,4.2,40,595.0,315.0
TXN-10283,2023-08-08 15:00:00,Branch B,Los Angeles,CUST-1892,Normal,Male,63,Milk,Groceries,7,3,0.04,Credit Card,3.1,2,20.16,6.16
TXN-10284,2023-10-02 11:00:00,Branch A,New York,CUST-1501,Normal,Female,38,Office Chair,Home & Garden,8,120,0.0,E-Wallet,4.3,60,960.0,480.0
TXN-10285,2023-09-28 19:00:00,Branch A,New York,CUST-1468,Member,Female,56,Coffee Beans,Groceries,12,15,0.06,Cash,4.2,8,169.2,73.2
TXN-10286,2023-11-13 11:00:00,Branch C,Chicago,CUST-1187,Normal,Female,57,Smartphone,Electronics,6,600,0.0,Credit Card,3.6,400,3600.0,1200.0
TXN-10287,2023-07-11 20:00:00,Branch A,New York,CUST-1433,Normal,Male,50,Tool Set,Home & Garden,7,85,0.0,Credit Card,4.1,40,595.0,315.0
TXN-10288,2023-04-06 16:00:00,Branch B,Los Angeles,CUST-1054,Normal,Male,53,Milk,Groceries,7,3,0.0,Cash,3.6,2,21.0,7.0
TXN-10289,2023-07-03 09:00:00,Branch C,Chicago,CUST-1727,Normal,Female,26,Sneakers,Clothing,8,80,0.0,Credit Card,4.0,30,640.0,400.0
TXN-10290,2023-08-16 16:00:00,Branch B,Los Angeles,CUST-1468,Normal,Male,23,T-Shirt,Clothing,4,25,0.0,E-Wallet,2.3,10,100.0,60.0
TXN-10291,2023-10-17 20:00:00,Branch B,Los Angeles,CUST-1774,Member,Female,53,T-Shirt,Clothing,2,25,0.08,Credit Card,3.6,10,46.0,26.0
TXN-10292,2023-01-22 20:00:00,Branch A,New York,CUST-1769,Normal,Female,52,Smartphone,Electronics,7,600,0.0,Credit Card,4.7,400,4200.0,1400.0
TXN-10293,2023-05-07 13:00:00,Branch C,Chicago,CUST-1214,Normal,Male,46,Bread,Groceries,10,4,0.02,E-Wallet,4.6,2,39.2,19.2
TXN-10294,2023-10-29 20:00:00,Branch C,Chicago,CUST-1824,Member,Female,63,Office Chair,Home & Garden,3,120,0.13,Credit Card,5.0,60,313.2,133.2
TXN-10295,2023-01-31 18:00:00,Branch A,New York,CUST-1296,Member,Female,52,Tablet,Electronics,3,300,0.08,Credit Card,4.9,200,828.0,228.0
TXN-10296,2023-10-21 13:00:00,Branch B,Los Angeles,CUST-1728,Normal,Male,26,Sneakers,Clothing,1,80,0.05,E-Wallet,2.5,30,76.0,46.0
TXN-10297,2023-06-14 12:00:00,Branch A,New York,CUST-1077,Normal,Female,49,Smartphone,Electronics,5,600,0.0,Credit Card,3.8,400,3000.0,1000.0
TXN-10298,2023-11-21 10:00:00,Branch A,New York,CUST-1002,Member,Female,50,Bread,Groceries,10,4,0.15,Credit Card,4.2,2,34.0,14.0
TXN-10299,2023-02-17 20:00:00,Branch A,New York,CUST-1844,Normal,Female,58,Tablet,Electronics,2,300,0.03,E-Wallet,4.9,200,582.0,182.0
TXN-10300,2023-04-19 16:00:00,Branch A,New York,CUST-1872,Normal,Female,38,Tablet,Electronics,6,300,0.0,E-Wallet,3.3,200,1800.0,600.0
TXN-10301,2023-09-06 14:00:00,Branch A,New York,CUST-1161,Normal,Male,20,Laptop,Electronics,8,800,0.0,Credit Card,4.9,600,6400.0,1600.0
TXN-10302,2023-08-14 16:00:00,Branch B,Los Angeles,CUST-1095,Member,Male,45,Office Chair,Home & Garden,3,120,0.14,Credit Card,4.3,60,309.6,129.6
TXN-10303,2023-12-02 14:00:00,Branch C,Chicago,CUST-1773,Member,Female,23,Milk,Groceries,9,3,0.11,E-Wallet,5.0,2,24.03,6.03
TXN-10304,2023-04-30 15:00:00,Branch C,Chicago,CUST-1231,Normal,Male,63,Laptop,Electronics,4,800,0.0,Credit Card,3.3,600,3200.0,800.0
TXN-10305,2023-09-23 19:00:00,Branch B,Los Angeles,CUST-1135,Member,Female,18,Laptop,Electronics,6,800,0.13,Credit Card,5.0,600,4176.0,576.0
TXN-10306,2023-09-02 10:00:00,Branch C,Chicago,CUST-1140,Normal,Male,42,Laptop,Electronics,2,800,0.0,Credit Card,4.8,600,1600.0,400.0
TXN-10307,2023-07-15 11:00:00,Branch B,Los Angeles,CUST-1421,Normal,Male,22,T-Shirt,Clothing,3,25,0.0,Credit Card,2.3,10,75.0,45.0
TXN-10308,2023-11-12 19:00:00,Branch A,New York,CUST-1747,Normal,Female,31,Laptop,Electronics,2,800,0.0,Credit Card,3.2,600,1600.0,400.0
TXN-10309,2023-07-16 14:00:00,Branch B,Los Angeles,CUST-1622,Member,Female,38,Smartphone,Electronics,4,600,0.08,Credit Card,3.7,400,2208.0,608.0
TXN-10310,2023-05-26 20:00:00,Branch B,Los Angeles,CUST-1661,Member,Male,60,Bread,Groceries,11,4,0.11,E-Wallet,3.9,2,39.16,17.16
TXN-10311,2023-01-28 12:00:00,Branch C,Chicago,CUST-1910,Member,Female,42,Smartphone,Electronics,8,600,0.11,Credit Card,3.6,400,4272.0,1072.0
TXN-10312,2023-01-07 14:00:00,Branch A,New York,CUST-1781,Normal,Female,26,Headphones,Electronics,7,100,0.0,Credit Card,4.4,50,700.0,350.0
TXN-10313,2023-08-30 10:00:00,Branch C,Chicago,CUST-1971,Normal,Male,55,Laptop,Electronics,5,800,0.0,Credit Card,4.8,600,4000.0,1000.0
TXN-10314,2023-07-23 17:00:00,Branch B,Los Angeles,CUST-1284,Member,Female,58,Sneakers,Clothing,7,80,0.12,Credit Card,3.7,30,492.8,282.8
TXN-10315,2023-02-12 13:00:00,Branch A,New York,CUST-1649,Member,Male,50,Jeans,Clothing,3,50,0.1,Credit Card,4.3,20,135.0,75.0
TXN-10316,2023-11-29 19:00:00,Branch C,Chicago,CUST-1118,Member,Male,37,Office Chair,Home & Garden,1,120,0.07,Cash,5.0,60,111.6,51.6
TXN-10317,2023-08-21 18:00:00,Branch A,New York,CUST-1975,Normal,Male,37,Milk,Groceries,3,3,0.04,Cash,3.3,2,8.64,2.64
TXN-10318,2023-06-27 17:00:00,Branch C,Chicago,CUST-1030,Member,Female,28,Milk,Groceries,14,3,0.14,Credit Card,5.0,2,36.12,8.12
TXN-10319,2023-06-21 15:00:00,Branch C,Chicago,CUST-1056,Normal,Female,51,Tablet,Electronics,2,300,0.0,E-Wallet,4.0,200,600.0,200.0
TXN-10320,2023-09-13 18:00:00,Branch A,New York,CUST-1118,Normal,Male,41,Smartphone,Electronics,5,600,0.05,Credit Card,4.3,400,2850.0,850.0
TXN-10321,2023-04-27 20:00:00,Branch C,Chicago,CUST-1153,Normal,Male,20,Smartphone,Electronics,1,600,0.0,Credit Card,3.8,400,600.0,200.0
TXN-10322,2023-04-02 09:00:00,Branch C,Chicago,CUST-1585,Member,Female,32,Milk,Groceries,14,3,0.08,Cash,5.0,2,38.64,10.64
TXN-10323,2023-07-10 10:00:00,Branch A,New York,CUST-1476,Member,Male,29,Office Chair,Home & Garden,1,120,0.15,Credit Card,3.6,60,102.0,42.0
TXN-10324,2023-05-25 13:00:00,Branch C,Chicago,CUST-1311,Member,Female,23,Desk Lamp,Home & Garden,6,35,0.07,Cash,4.6,15,195.3,105.3
TXN-10325,2023-11-15 12:00:00,Branch C,Chicago,CUST-1024,Normal,Female,41,Office Chair,Home & Garden,4,120,0.0,Credit Card,4.9,60,480.0,240.0
TXN-10326,2023-04-30 17:00:00,Branch B,Los Angeles,CUST-1106,Normal,Female,58,T-Shirt,Clothing,6,25,0.0,E-Wallet,3.5,10,150.0,90.0
